bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,years_since_publication
1405,The Eclogues and The Georgics,Virgil,3.8,0192837680,9780192837684,eng,180,259,15,Oxford University Press,24.0
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,155832125X,9781558321250,eng,272,55,0,Harvard Common Press,26.0
1417,The Complete Pelican Shakespeare,William Shakespeare,4.5,0141000589,9780141000589,eng,1808,578,25,Viking,21.0
1419,The Complete Works,William Shakespeare,4.5,0517092948,9780517092941,eng,1248,62,6,Gramercy,32.0
1420,Hamlet,William Shakespeare,4.02,0521618746,9780521618748,eng,289,609271,7139,Cambridge University Press,18.0
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,4.44,1557831572,9781557831576,eng,137,8159,118,Applause Books,29.0
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho,3.64,006251279X,9780062512796,en-US,272,888,92,HarperOne,28.0
1425,The Valkyries,Paulo Coelho,3.31,0062513346,9780062513342,en-US,212,1204,79,HarperOne,27.0
1426,Warrior of the Light,Paulo Coelho,3.7,0060527986,9780060527983,en-US,142,22662,945,HarperOne,19.0
1427,The Zahir,Paulo Coelho,3.57,0060832819,9780060832810,eng,336,58917,2575,HarperOne,17.0
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho,3.57,0061122092,9780061122095,eng,208,70760,2702,HarperOne,17.0
1429,The Fifth Mountain,Paulo Coelho,3.62,0060930136,9780060930134,en-US,256,1415,68,HarperOne,23.0
1431,Veronika Decides to Die,Paulo Coelho,3.7,0061124265,9780061124266,eng,210,132064,5452,Harper Perennial,17.0
1433,Hamlet,William Shakespeare,4.02,0140714545,9780140714548,eng,148,1658,125,Penguin Books,22.0
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,0764586033,9780764586033,en-US,129,65,6,Cliffs Notes,23.0
1438,Shakespeare's Hamlet,William Shakespeare,4.02,0764585681,9780764585685,eng,240,102,16,Cliffs Notes,23.0
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana,4.29,0879232153,9780879232153,eng,450,489,57,Nonpareil Books,8.0
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides,4.32,0674991206,9780674991200,mul,496,208,7,Harvard University Press,104.0
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides,3.72,0872201686,9780872201682,eng,172,610,15,Hackett Publishing Company  Inc.,30.0
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides,4.35,0674991222,9780674991224,mul,400,38,0,Harvard University Press,102.0
1445,The Peloponnesian War,Thucydides,3.9,0872203948,9780872203945,eng,530,154,21,Hackett Publishing Company  Inc.,25.0
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides,3.9,0393971678,9780393971675,eng,554,24,4,W. W. Norton & Company,25.0
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides,4.29,0674991877,9780674991873,eng,480,35,0,Harvard University Press,100.0
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,0929524357,9780929524351,eng,34,2,0,Bryn Mawr Commentaries,34.0
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides,4.03,0226307808,9780226307800,eng,221,4483,56,University of Chicago Press,68.0
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,4.21,0226307840,9780226307848,eng,228,3334,46,University of Chicago Press,54.0
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides,4.21,0226307832,9780226307831,eng,307,560,8,University of Chicago Press,55.0
1466,Grief Lessons: Four Plays by Euripides,Anne Carson,4.4,1590171802,9781590171806,eng,312,679,85,New York Review of Books,17.0
1467,Ten Plays,Euripides,4.17,0553213636,9780553213638,en-US,432,1464,21,Bantam Classics,33.0
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides,4.0,0226307824,9780226307824,eng,255,541,15,University of Chicago Press,31.0
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides,4.31,0226307816,9780226307817,eng,264,790,12,University of Chicago Press,21.0
1473,Medea and Other Plays,Euripides,4.03,0140449299,9780140449297,eng,206,9197,120,Penguin Books,20.0
1474,Cyclops / Alcestis / Medea,Euripides,4.23,0674995600,9780674995604,mul,432,61,4,Loeb Classical Library,29.0
1475,Medea,Euripides,3.87,0521643864,9780521643863,grc,431,201,9,Cambridge University Press,21.0
1476,The Bacchae and Other Plays,Euripides,4.14,0140447261,9780140447262,eng,360,164,8,Penguin Classics,17.0
1479,Bakkhai,Euripides,3.88,0195125983,9780195125986,eng,160,154,13,Oxford University Press  USA,22.0
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides,3.78,0413752801,9780413752802,eng,192,9,0,Bloomsbury Methuen Drama,23.0
1486,The Trojan Women and Hippolytus,Euripides,3.63,0486424626,9780486424620,eng,64,34,4,Dover Publications,21.0
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,0393325830,9780393325836,eng,128,116,6,W. W. Norton  Company,19.0
1489,Orestes and Other Plays,Euripides,4.1,0192832603,9780192832603,eng,282,158,2,Oxford University Press,22.0
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides,4.26,0674995333,9780674995338,mul,528,27,5,Loeb Classical Library,28.0
1494,Alcestis,Euripides,3.83,0195061667,9780195061666,eng,142,1950,95,Oxford University Press  USA,33.0
1495,Suppliant Women / Electra / Heracles,Euripides,4.47,067499566X,9780674995666,mul,464,30,4,Loeb Classical Library,25.0
1499,Medea,Euripides,3.87,0195145666,9780195145663,eng,116,367,35,Oxford University Press  USA,17.0
1504,Euripides: Medea,William Allan,4.04,071563187X,9780715631874,eng,160,23,1,Bristol Classical Press,21.0
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,0822004240,9780822004240,eng,69,5,0,Cliffs Notes,58.0
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides,4.03,0674995740,9780674995741,mul,528,29,2,Loeb Classical Library,24.0
1510,Helen / Phoenician Women / Orestes,Euripides,4.07,0674996003,9780674996007,mul,605,25,3,Loeb Classical Library,21.0
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides,4.03,0715629948,9780715629949,eng,144,12,1,Bristol Classical Press,17.0
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides,4.43,0226307662,9780226307664,eng,672,46,7,University of Chicago Press,31.0
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus,4.02,0226307786,9780226307787,en-US,171,712,53,University of Chicago Press,54.0
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus,4.1,0226307948,9780226307947,eng,188,389,26,University of Chicago Press,31.0
1518,The Oresteia,Aeschylus,4.02,019513592X,9780195135923,eng,304,77,7,Oxford University Press  USA,19.0
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus,4.02,0140443339,9780140443332,eng,335,28726,591,Penguin Classics,39.0
1521,Oresteia,Aeschylus,4.02,0872203905,9780872203907,eng,224,303,21,Hackett Publishing Company  Inc.,25.0
1523,Prometheus Bound and Other Plays,Aeschylus,4.1,0140441123,9780140441123,eng,160,4303,62,Penguin Books,62.0
1525,The Oresteia,Aeschylus,4.02,0374527059,9780374527051,en-US,208,215,25,Farrar  Straus and Giroux,19.0
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus,4.02,081221627X,9780812216271,eng,178,12,3,University of Pennsylvania Press,26.0
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus,4.1,0226307646,9780226307640,eng,358,74,7,University of Chicago Press,31.0
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,0521539811,9780521539814,eng,95,31,3,Cambridge University Press,19.0
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus,4.02,1400041929,9781400041923,eng,127,63,8,Everyman's Library,19.0
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus,4.1,0812216717,9780812216714,en-GB,232,12,2,University of Pennsylvania Press,25.0
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus,4.02,0486292428,9780486292427,eng,151,89,8,Dover Publications,27.0
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus,4.1,1419150014,9781419150012,eng,208,1,0,Kessinger Publishing,19.0
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles,4.14,0226307867,9780226307862,eng,254,5032,36,University of Chicago Press,54.0
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles,3.97,0452011671,9780452011670,eng,288,553,46,Plume,27.0
1538,The Complete Plays,Sophocles,4.27,0451527844,9780451527844,eng,420,2883,40,New American Library,22.0
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles,3.97,015602764X,9780156027649,eng,259,45589,726,Mariner Books,21.0
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles,3.97,0140444254,9780140444254,eng,430,2979,288,Penguin Books,23.0
1546,Theban Plays,Sophocles,3.97,0872205851,9780872205857,en-US,304,109,7,Hackett Publishing Company  Inc.,20.0
1547,The Theban Plays (Everyman's Library  #93),Sophocles,3.97,0679431322,9780679431329,en-US,223,52,3,Alfred A. Knopf,29.0
1548,Electra and Other Plays,Sophocles,4.14,0140440283,9780140440287,eng,218,135,9,Penguin,70.0
1549,Antigone; Oedipus the Kingn; Electra,Sophocles,3.94,0192835882,9780192835888,eng,178,13358,199,Oxford University Press,25.0
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles,3.7,1580495931,9781580495936,eng,75,141555,1776,Prestwick House - (Literary Touchstone Classic),17.0
1555,The Oedipus Plays of Sophocles,Sophocles,3.97,0451621603,9780451621603,eng,390,8,1,Signet Books (NY),65.0
1558,Oedipus Rex (Greek and Latin Classics),Sophocles,3.7,0521617359,9780521617352,grc,214,218,1,Cambridge University Press,17.0
1559,Oedipus the King,Sophocles,3.7,1416500332,9781416500339,eng,144,740,57,Simon  Schuster,18.0
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes,4.06,0452007178,9780452007178,eng,624,6086,79,Plume,39.0
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes,3.94,0415907446,9780415907446,eng,256,96,8,Routledge,27.0
1562,The Complete Plays,Aristophanes,4.21,0553213431,9780553213430,eng,577,1998,33,Bantam Classics,39.0
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes,3.83,0812234561,9780812234565,eng,336,4,0,University of Pennsylvania Press,25.0
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes,3.77,0872203611,9780872203617,eng,480,1,0,Hackett Publishing Company  Inc.,25.0
1567,Lysistrata and Other Plays,Aristophanes,3.95,0140448144,9780140448146,en-US,241,3833,120,Penguin Classics,20.0
1568,Acharnians,Aristophanes,3.42,1585100870,9781585100873,eng,96,23,1,Focus Publishing/R. Pullins Company,20.0
1571,Clouds,Aristophanes,3.75,0199120099,9780199120093,eng,254,13,2,Oxford University Press  USA,54.0
1572,Clouds/Wasps/Peace,Aristophanes,4.07,0674995376,9780674995376,grc,624,69,10,Loeb Classical Library/Harvard University Press,25.0
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes,3.94,0140441522,9780140441529,eng,224,391,27,Penguin Books,59.0
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes,4.03,0156027658,9780156027656,eng,400,14,2,Harcourt,20.0
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes,4.21,0674995961,9780674995963,grc,608,58,4,Harvard University Press,21.0
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,0822007762,49086007763,eng,80,5,0,Cliffs Notes,40.0
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,0198721595,9780198721598,eng,376,14,3,Oxford University Press,28.0
1586,Lysistrata,Aristophanes,3.85,0451616227,9780451616227,eng,98,19,2,Signet,53.0
1590,Peace,Aristophanes,3.6,0198140819,9780198140818,eng,408,262,13,Oxford University Press  USA,24.0
1591,Lysistrata,Aristophanes,3.85,0872206033,9780872206038,eng,132,30604,552,Hackett Publishing Company  Inc.,20.0
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes,3.69,0140443320,9780140443325,en-US,335,42,1,Penguin Classics,45.0
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,0521774330,9780521774338,en-GB,238,5,2,Cambridge University Press,23.0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,1400032717,9781400032716,eng,226,1054308,35537,Vintage,19.0
1620,The Night Gardener,George Pelecanos,3.64,0316156507,9780316156509,eng,372,4067,357,Little Brown and Company,17.0
1625,Twelfth Night,William Shakespeare,3.98,0743482778,9780743482776,eng,272,138101,2513,Simon Schuster,19.0
1627,Brokeback Mountain,Annie Proulx,3.94,0743271327,9780743271325,eng,55,24985,1751,Scribner,18.0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,0142000280,9780142000281,en-GB,267,105507,3838,Penguin Books,21.0
1634,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46,1576751724,9781576751725,eng,176,75,12,Berrett-Koehler Publishers,22.0
1642,Formas breves,Ricardo Piglia,4.17,843392463X,9788433924636,spa,144,240,30,Anagrama,22.0
1643,El último lector,Ricardo Piglia,4.14,8433968777,9788433968777,spa,209,331,24,Anagrama,14.0
1645,Money to Burn,Ricardo Piglia,3.76,1862076650,9781862076655,eng,209,69,12,Granta UK,19.0
1646,Respiración artificial,Ricardo Piglia,3.96,8433924710,9788433924711,spa,218,1279,77,Anagrama,15.0
1654,Plata quemada,Ricardo Piglia,3.76,8433924621,9788433924629,spa,227,1098,65,Anagrama,18.0
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor,2.83,0321317106,9780321317100,eng,664,0,0,Longman Publishing Group,18.0
1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor,3.5,0321365208,9780321365200,eng,854,0,0,Longman Publishing Group,18.0
1667,El túnel,Ernesto Sabato,4.05,8432216429,9788432216428,spa,159,453,60,Seix Barral,20.0
1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo,3.92,1565480848,9781565480841,eng,416,142,24,New City Press,21.0
1684,The City of God,Augustine of Hippo,3.92,0679783199,9780679783190,eng,905,104,16,Random House,23.0
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo,4.04,1565481240,9781565481244,eng,144,271,21,New City Press,24.0
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,0520227573,9780520227576,en-US,576,1643,97,University of California Press,23.0
1693,On Christian Doctrine,Augustine of Hippo,4.03,0024021504,9780024021502,eng,191,2335,67,Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN),65.0
1698,Confessions  Books 1-13,Augustine of Hippo,3.92,0872201864,9780872201866,eng,296,84,8,Hackett Publ. Co Inc,30.0
1702,Saint Augustine,Garry Wills,3.55,0143035983,9780143035985,eng,176,259,30,Penguin Books,18.0
1703,Augustine: A Very Short Introduction,Henry Chadwick,3.71,0192854526,9780192854520,eng,144,236,33,Oxford University Press  USA,22.0
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo,3.94,1565482018,9781565482012,eng,540,29,3,New City Press,19.0
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,0060934913,9780060934910,eng,302,2488,266,Ecco Press,22.0
1710,Confesiones de un chef,Anthony Bourdain,4.07,8466308954,9788466308953,spa,478,11,0,Santillana USA Publishing Company,20.0
1713,The Metamorphoses of Ovid,Ovid,4.05,0156001268,9780156001267,eng,559,710,64,Harcourt Brace,28.0
1715,Metamorphoses,Ovid,4.05,014044789X,9780140447897,eng,723,48223,764,Penguin,19.0
1718,Metamorphoses,Ovid,4.05,0393058107,9780393058109,eng,624,30,8,W. W. Norton  Company,20.0
1720,Ovid's Metamorphoses: Books 1-5,Ovid,4.27,0806128941,9780806128948,eng,584,229,16,University of Oklahoma Press,25.0
1721,Ovid’s Metamorphoses: Books 6-10,Ovid,4.32,0806114568,9780806114569,eng,560,32,3,University of Oklahoma Press,45.0
1722,Latin Via Ovid: A First Course,Norma Goldman,4.36,0814317324,9780814317327,en-US,524,78,8,Wayne State University Press,41.0
1725,The Art of Love and Other Poems,Ovid,4.02,0674992555,9780674992559,eng,400,98,5,Harvard University Press,94.0
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid,4.12,0520242602,9780520242609,eng,451,432,14,University of California Press,18.0
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid,4.52,0674990471,9780674990470,eng,499,61,4,Harvard University Press,38.0
1730,Metamorphoses: Volume I  Books I-VIII,Ovid,4.42,0674990463,9780674990463,eng,496,813,14,Harvard University Press,46.0
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman,4.08,0814326110,9780814326114,eng,152,12,0,Wayne State University Press,28.0
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.71,0806115602,9780806115603,eng,222,7,1,University of Oklahoma Press,44.0
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,069101597X,9780691015972,eng,440,12,0,Princeton University Press,26.0
1752,Antigone,Sophocles,3.64,0195143108,9780195143102,eng,197,36,5,Oxford University Press,16.0
1761,Antigone,Sophocles,3.64,0195143736,9780195143737,eng,208,264,14,Oxford University Press  USA,20.0
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh,4.07,0130158852,9780130158857,eng,640,14,0,Prentice Hall,24.0
1796,The Iliad,Homer,3.86,1857150600,9781857150605,eng,594,30,2,Everyman,31.0
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79,0226301192,9780226301198,eng,345,122,16,University of Chicago Press,18.0
1801,Reading Greek Tragedy,Simon Goldhill,4.12,0521315794,9780521315791,eng,302,32,3,Cambridge University Press,37.0
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,0521011760,9780521011761,eng,334,10,1,Cambridge University Press,21.0
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73,0521479347,9780521479349,eng,212,10,0,Cambridge University Press,28.0
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42,1585424838,9781585424832,en-US,408,1416,217,Tarcher,17.0
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck,4.06,0767907434,9780767907439,en-US,336,2799,166,Three Rivers Press (CA),20.0
1823,Them: Adventures with Extremists,Jon Ronson,3.95,0743233212,9780743233217,eng,336,11990,831,Simon  Schuster,20.0
1824,The Men Who Stare at Goats,Jon Ronson,3.61,0743270606,9780743270601,eng,259,10679,899,Simon  Schuster,17.0
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,0393061310,9780393061314,eng,518,4356,404,W.W. Norton,18.0
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,0865475091,9780865475090,eng,256,633,60,North Point Press,26.0
1845,Into the Wild,Jon Krakauer,3.98,0385486804,9780385486804,eng,207,800349,18198,Anchor Books,26.0
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,0785268839,9780785268833,eng,256,55106,1503,Thomas Nelson,22.0
1848,Wild Swans: Three Daughters of China,Jung Chang,4.26,0743246985,9780743246989,eng,562,73572,4280,Simon  Schuster,20.0
1849,Wild Fire (John Corey  #4),Nelson DeMille,4.01,044657967X,9780446579674,eng,519,20909,944,Warner Books (NY),17.0
1850,Born to Be Wild,Catherine Coulter,3.78,0515142395,9780515142396,eng,354,2456,115,Jove,17.0
1852,The Call of the Wild,Jack London,3.86,0439227143,9780439227148,eng,172,274649,7203,Scholastic,22.0
1853,Wild About Books,Judy Sierra,4.17,037582538X,9780375825385,eng,40,4541,378,Alfred A. Knopf Books for Young Readers,19.0
1856,In Web Design for Libraries,Charles P. Rubenstein,2.67,1591583667,9781591583660,eng,196,9,2,Libraries Unlimited,17.0
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,0805063897,9780805063899,eng,240,168362,5762,Owl Books (Henry Holt),21.0
1877,The History of Sexuality 1: An Introduction,Michel Foucault,4.04,0394417755,9780394417752,eng,168,15,3,Pantheon Books (NY),45.0
1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault,4.04,0140268685,9780140268683,eng,168,313,27,Penguin,25.0
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault,4.08,0140137343,9780140137347,eng,304,51,2,Penguin,25.0
1887,The Making of Pride and Prejudice,Sue Birtwistle,4.45,014025157X,9780140251579,eng,128,4244,99,Penguin Books Ltd,28.0
1888,Pride and Prejudice,Jane Austen,4.26,0192802380,9780192802385,eng,333,2399,253,Oxford University Press,19.0
1889,Pride & Prejudice,Jane Austen,4.26,0143036238,9780143036234,eng,392,1821,210,Penguin Books,18.0
1891,Pride and Prejudice,Jane Austen,4.26,0486440915,9780486440910,eng,476,1146,166,Dover Publications,18.0
1893,Pride and Prejudice,Jane Austen,4.26,1593083246,9781593083243,eng,392,1628,171,Barnes  Noble Classics,19.0
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.0,1400032806,9781400032808,eng,399,7481,1022,Anchor Books,20.0
1896,Iceland: Land of the Sagas,David  Roberts,3.71,0375752676,9780375752674,eng,160,330,40,Villard,25.0
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,0385494785,9780385494786,eng,368,351406,11701,Anchor Books,24.0
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov,4.01,067978361X,9780679783619,eng,288,1910,136,Modern Library,22.0
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,0374292795,9780374292799,eng,616,87570,2800,Farrar  Straus and Giroux (NY),17.0
1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,8427032226,9788427032224,spa,495,38,0,Planeta Publishing,17.0
1925,The Avalanche Handbook,David McClung,4.07,0898868092,9780898868098,eng,342,43,1,Mountaineers Books,17.0
1931,Avalanche,Arthur J. Roth,3.65,0590422677,9780590422673,eng,144,273,36,Scholastic,34.0
1934,Little Women,Louisa May Alcott,4.07,0451529308,9780451529305,eng,449,1479727,18458,Signet Classics,19.0
1935,Little Women (Little Women  #1),Louisa May Alcott,4.07,1402714580,9781402714580,eng,536,1395,131,Sterling,19.0
1936,Little Women,Louisa May Alcott,4.07,0439101360,9780439101363,eng,562,462,45,Scholastic Paperbacks,23.0
1937,Little Women,Louisa May Alcott,4.07,0517221160,9780517221167,eng,389,166,9,Gramercy Books,21.0
1946,Little Women  Little Men  Jo's Boys,Louisa May Alcott,4.33,1931082731,9781931082730,eng,1064,3124,87,Library of America,18.0
1947,Little Women,Louisa May Alcott,4.07,1904633277,9781904633273,eng,327,83,9,Collector's Library,19.0
1955,A Tale of Two Cities,Charles Dickens,3.84,0743487605,9780743487603,eng,496,131,28,Simon  Schuster,19.0
1957,A Tale of Two Cities,Charles Dickens,3.84,1593081383,9781593081386,eng,409,1343,183,Barnes & Noble Classics,19.0
1958,A Tale of Two Cities: Charles Dickens,SparkNotes,4.0,158663352X,9781586633523,eng,96,10,1,Spark Publishing,21.0
1959,A Tale of Two Cities,Charles Dickens,3.84,1593080557,9781593080556,en-US,429,730,88,Barnes  Noble Classics,20.0
1960,A Tale of Two Cities,Charles Dickens,3.84,1857151437,9781857151435,eng,432,39,9,Everyman's Library,30.0
1972,Den of Thieves,James B. Stewart,4.16,067179227X,9780671792275,en-US,592,9718,216,Simon  Schuster,31.0
1976,Den of Thieves (Cat Royal  #3),Julia Golding,4.21,1405228180,9781405228183,eng,416,1432,61,Egmont Books Ltd,16.0
1982,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.3,0517093391,9780517093399,en-US,848,32,2,Gramercy,30.0
1984,Bleak House,Charles Dickens,4.01,0375760059,9780375760051,eng,887,1235,146,Modern Library,21.0
1985,David Copperfield,Charles Dickens,3.99,0451530047,9780451530042,eng,928,355,17,Signet,17.0
1987,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85,0671882368,9780671882365,en-US,416,4873,501,Touchstone,29.0
1988,Charles Dickens,Jane Smiley,3.82,0670030775,9780670030774,eng,224,552,81,Viking,21.0
1990,Martin Chuzzlewit,Charles Dickens,3.83,0140436146,9780140436143,eng,830,13212,394,Penguin Classics,24.0
1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71,0465031269,9780465031269,eng,176,4532,278,Basic Books,25.0
1993,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.06,0060183071,9780060183073,eng,407,59,1,HarperCollins Publishers,31.0
1999,J.K.Rowling,Colleen Sexton,3.84,0822533898,9780822533894,eng,112,127,10,Lerner Publications,18.0
2002,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,043932162X,9780439321624,eng,240,11515,139,Arthur A. Levine,22.0
2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58,0826452329,9780826452320,eng,96,78,9,Bloomsbury Academic,22.0
2005,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,0747584664,9780747584667,eng,768,1213,78,Bloomsbury Publishing,17.0
2010,The Santaroga Barrier,Frank Herbert,3.66,0765342510,9780765342515,eng,256,1625,85,Tor Books,21.0
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,0765342537,9780765342539,eng,320,6146,150,Tor Books,21.0
2015,The Eyes of Heisenberg,Frank Herbert,3.43,0765342529,9780765342522,eng,192,1485,76,Tor Books,21.0
2019,The Birds (Methuen Drama),Sean O'Brien,2.67,0413772780,9780413772787,en-GB,96,3,1,Bloomsbury Methuen Drama,21.0
2022,The Frogs,Aristophanes,3.8,1420926713,9781420926712,en-US,88,3,1,Digireads.com,18.0
2025,Lysistrata,Aristophanes,3.85,0198144962,9780198144960,eng,320,76,6,OUP Oxford,33.0
2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,0521834341,9780521834346,eng,276,3,0,Cambridge University Press,19.0
2028,Assembly of Women (Literary Classics),Aristophanes,3.77,1573921335,9781573921336,en-GB,124,56,4,Prometheus Books,26.0
2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes,5.0,0198145047,9780198145042,grc,364,0,0,Oxford University Press  USA,101.0
